day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file
1,66,114.0,50.0,52.0,55.0,6.0,21.0,13.0,13.0,13.0,93.0,27.0,23220.0,0.0,0.0,3180.0,17160.0,2880.0,3420.0,2396.0,191.0,5131.0,13.630990034631308,9.007374692761035,17.699254368206415,3.3154950173156545,18.861579234123997,58.90771948941599,group2,29,dataset_user_29_train.csv
2,18,122.0,47.0,50.0,53.0,7.0,20.0,13.0,13.0,14.044294799299038,99.0,41.0,23100.0,0.0,0.0,3780.0,16920.0,2400.0,3480.0,2897.0,692.0,9245.0,13.0,8.0,16.0,3.0,13.0,55.0,group2,29,dataset_user_29_train.csv
2,87,136.0,43.0,46.0,48.0,6.0,23.0,13.0,16.0,16.0,98.0,18.0,35460.0,0.0,0.0,5040.0,24240.0,6180.0,420.0,1815.0,131.0,4769.0,15.668959837356772,8.818709943736934,20.331040162643223,0.331040162643227,16.476768367421766,50.985828193744815,group2,38,dataset_user_38_train.csv
3,86,128.0,53.0,57.0,54.0,7.0,21.024790471460875,15.0,13.69927719520719,12.0,99.0,42.0,21097.653732633746,5880.0,0.0,4740.0,15275.6980286613,0.0,2580.0,2760.0,555.0,4885.0,13.37539069722864,8.327073672127819,23.0,3.0,22.02639069084125,62.14995544294148,group2,29,dataset_user_29_train.csv
3,85,161.0,43.0,51.0,51.0,6.312758809647973,22.0,13.0,16.0,16.0,99.0,26.649681134634818,28560.0,0.0,0.0,7920.0,17220.0,3420.0,480.0,2203.0,519.0,6113.0,16.0,10.0,20.0,0.0,15.0,51.82767101428805,group2,38,dataset_user_38_train.csv
4,52,119.26739150914824,46.0,48.0,53.0,7.0,22.0,14.0,12.0,13.0,96.0,25.0,28800.0,0.0,0.0,3600.0,19380.0,5820.0,1380.0,3230.0,1025.0,17266.0,12.0,8.0,17.0,1.0,7.0,55.0,group2,29,dataset_user_29_train.csv
4,89,131.0,46.0,48.0,50.0,7.0,22.0,13.0,16.0,16.0,99.0,15.0,24660.0,0.0,0.0,7560.0,11520.0,5580.0,960.0,1832.0,148.0,5476.0,16.0,10.0,20.0,1.0,8.0,50.27901449919837,group2,38,dataset_user_38_train.csv
5,80,119.0,49.0,53.0,53.0,7.0,21.0,13.0,13.0,12.0,96.0,33.0,20880.0,0.0,0.0,4620.0,14160.0,2100.0,3960.0,2964.0,759.0,21394.0,13.0,9.0,19.0,5.0,11.0,55.0,group2,29,dataset_user_29_train.csv
5,83,133.0,41.0,42.0,47.0,5.0,22.0,14.0,16.0,17.0,99.0,24.0,29340.0,0.0,0.0,4080.0,19260.0,6000.0,0.0,1992.0,308.0,9298.0,16.0,8.0,19.0,0.0,7.0,53.51681088055011,group2,38,dataset_user_38_train.csv
6,88,113.07829379757027,44.0,45.0,44.0,7.0,19.0,13.0,14.0,15.0,94.20312851266576,31.43906505199949,20424.0,0.0,0.0,5700.0,12660.0,2100.0,540.0,2211.0,0.0,6070.987210067173,14.0,8.0,18.367411853745793,0.7042413445079005,11.714729816794222,47.704241344507906,group2,11,dataset_user_11_train.csv
